Order_ID,Line_Item,Product,Category,Quantity,Selling_Price,Unit_Cost,Revenue,Total_Cost,Profit,Profit_Margin
ORD00100,2,Water Bottle,Home & Kitchen,1,407,180,407,180,227,55.77395577395578
ORD00101,1,Men's T-Shirt,Clothing,4,469,280,1876,1120,756,40.298507462686565
ORD00101,2,Smartphone,Electronics,5,14099,12500,70495,62500,7995,11.34122987445918
ORD00102,1,Bluetooth Earbuds,Electronics,4,1599,950,6396,3800,2596,40.58786741713571
ORD00103,1,Women's Sandals,Footwear,3,917,500,2751,1500,1251,45.47437295528899
ORD00103,2,Men's T-Shirt,Clothing,1,509,280,509,280,229,44.9901768172888
ORD00103,3,Men's Watch,Accessories,4,1529,850,6116,3400,2716,44.408109875735775
ORD00104,1,Sunglasses,Accessories,3,599,260,1797,780,1017,56.594323873121866
ORD00104,2,Men's Sneakers,Footwear,2,1299,780,2598,1560,1038,39.95381062355658
ORD00104,3,Men's Wallet,Accessories,4,299,120,1196,480,716,59.86622073578596
ORD00105,1,Backpack,Accessories,3,899,480,2697,1440,1257,46.60734149054505
ORD00105,2,Coffee Mug,Home & Kitchen,1,299,110,299,110,189,63.21070234113713
ORD00106,1,Bedsheet,Home & Kitchen,3,939,560,2817,1680,1137,40.36208732694356
ORD00107,1,Smartphone,Electronics,2,14099,12500,28198,25000,3198,11.34122987445918
ORD00107,2,Men's Wallet,Accessories,2,281,120,562,240,322,57.29537366548043
ORD00107,3,Men's Watch,Accessories,5,1409,850,7045,4250,2795,39.6735273243435
ORD00108,1,Coffee Mug,Home & Kitchen,3,281,110,843,330,513,60.854092526690394
ORD00109,1,Women's Kurti,Clothing,2,799,430,1598,860,738,46.18272841051314
ORD00109,2,Men's Sneakers,Footwear,4,1299,780,5196,3120,2076,39.95381062355658
ORD00109,3,Men's Wallet,Accessories,3,299,120,897,360,537,59.86622073578596
ORD00110,1,Men's Shirt,Clothing,1,713,350,713,350,363,50.911640953716685
ORD00110,2,Women's Sandals,Footwear,4,917,500,3668,2000,1668,45.47437295528899
ORD00111,1,Smartphone,Electronics,1,15299,12500,15299,12500,2799,18.295313419177724
ORD00112,1,Coffee Mug,Home & Kitchen,4,287,110,1148,440,708,61.672473867595826
ORD00113,1,Men's Sneakers,Footwear,2,1325,780,2650,1560,1090,41.132075471698116
ORD00114,1,Bedsheet,Home & Kitchen,3,959,560,2877,1680,1197,41.605839416058394
ORD00115,1,Men's Sneakers,Footwear,4,1247,780,4988,3120,1868,37.44987971130714
ORD00115,2,Power Bank,Electronics,1,959,580,959,580,379,39.520333680917624
ORD00116,1,Bluetooth Earbuds,Electronics,3,1599,950,4797,2850,1947,40.58786741713571
ORD00117,1,Men's Watch,Accessories,5,1439,850,7195,4250,2945,40.931202223766505
ORD00117,2,Women's Sandals,Footwear,5,863,500,4315,2500,1815,42.06257242178447
ORD00117,3,Backpack,Accessories,2,863,480,1726,960,766,44.3800695249131
ORD00118,1,Bluetooth Earbuds,Electronics,5,1599,950,7995,4750,3245,40.58786741713571
ORD00119,1,Smartphone,Electronics,1,14399,12500,14399,12500,1899,13.188415862212654
ORD00119,2,Men's Sneakers,Footwear,4,1247,780,4988,3120,1868,37.44987971130714
ORD00119,3,Water Bottle,Home & Kitchen,5,383,180,1915,900,1015,53.00261096605744
ORD00120,1,Power Bank,Electronics,4,999,580,3996,2320,1676,41.94194194194194
ORD00120,2,Men's Wallet,Accessories,4,299,120,1196,480,716,59.86622073578596
ORD00121,1,Sunglasses,Accessories,2,611,260,1222,520,702,57.446808510638306
ORD00122,1,Men's Sneakers,Footwear,1,1325,780,1325,780,545,41.132075471698116
ORD00122,2,Water Bottle,Home & Kitchen,2,407,180,814,360,454,55.77395577395578
ORD00123,1,Water Bottle,Home & Kitchen,2,375,180,750,360,390,52.0
ORD00124,1,Men's Wallet,Accessories,3,305,120,915,360,555,60.65573770491803
ORD00125,1,Men's Wallet,Accessories,3,305,120,915,360,555,60.65573770491803
ORD00126,1,Bedsheet,Home & Kitchen,4,959,560,3836,2240,1596,41.605839416058394
ORD00126,2,Men's Shirt,Clothing,2,671,350,1342,700,642,47.83904619970194
ORD00126,3,Backpack,Accessories,2,863,480,1726,960,766,44.3800695249131
ORD00127,1,Men's Shirt,Clothing,4,657,350,2628,1400,1228,46.727549467275495
ORD00128,1,Backpack,Accessories,2,899,480,1798,960,838,46.60734149054505
ORD00128,2,Women's Kurti,Clothing,4,799,430,3196,1720,1476,46.18272841051314
ORD00129,1,Men's Shirt,Clothing,4,671,350,2684,1400,1284,47.83904619970194
ORD00129,2,Men's Watch,Accessories,1,1439,850,1439,850,589,40.931202223766505
ORD00129,3,Men's T-Shirt,Clothing,5,479,280,2395,1400,995,41.544885177453025
ORD00130,1,Women's Kurti,Clothing,1,799,430,799,430,369,46.18272841051314
ORD00131,1,Bluetooth Earbuds,Electronics,5,1599,950,7995,4750,3245,40.58786741713571
ORD00131,2,Water Bottle,Home & Kitchen,5,399,180,1995,900,1095,54.88721804511278
ORD00132,1,Smartphone,Electronics,3,15299,12500,45897,37500,8397,18.295313419177724
ORD00132,2,Bluetooth Earbuds,Electronics,2,1631,950,3262,1900,1362,41.75352544451257
ORD00133,1,Men's Jeans,Clothing,2,959,570,1918,1140,778,40.56308654848801
ORD00133,2,Men's Sneakers,Footwear,1,1247,780,1247,780,467,37.44987971130714
ORD00133,3,Men's Shirt,Clothing,3,671,350,2013,1050,963,47.83904619970194
ORD00134,1,Bluetooth Earbuds,Electronics,4,1599,950,6396,3800,2596,40.58786741713571
ORD00134,2,Men's T-Shirt,Clothing,5,499,280,2495,1400,1095,43.8877755511022
ORD00134,3,Men's Shirt,Clothing,2,699,350,1398,700,698,49.92846924177397
ORD00135,1,Water Bottle,Home & Kitchen,3,383,180,1149,540,609,53.00261096605744
ORD00136,1,Men's Wallet,Accessories,3,305,120,915,360,555,60.65573770491803
ORD00137,1,Backpack,Accessories,3,845,480,2535,1440,1095,43.19526627218935
ORD00138,1,Women's Kurti,Clothing,4,799,430,3196,1720,1476,46.18272841051314
ORD00139,1,Women's Sandals,Footwear,1,917,500,917,500,417,45.47437295528899
ORD00139,2,Men's Shirt,Clothing,1,713,350,713,350,363,50.911640953716685
ORD00140,1,Bedsheet,Home & Kitchen,3,999,560,2997,1680,1317,43.94394394394394
ORD00140,2,Power Bank,Electronics,5,999,580,4995,2900,2095,41.94194194194194
ORD00140,3,Men's Jeans,Clothing,2,999,570,1998,1140,858,42.94294294294294
ORD00141,1,Men's Jeans,Clothing,4,959,570,3836,2280,1556,40.56308654848801
ORD00141,2,Sunglasses,Accessories,5,575,260,2875,1300,1575,54.78260869565217
ORD00141,3,Men's Wallet,Accessories,2,287,120,574,240,334,58.18815331010453
ORD00142,1,Water Bottle,Home & Kitchen,4,399,180,1596,720,876,54.88721804511278
ORD00142,2,Women's Sandals,Footwear,3,899,500,2697,1500,1197,44.38264738598443
ORD00143,1,Men's Watch,Accessories,4,1499,850,5996,3400,2596,43.29553035356904
ORD00144,1,Water Bottle,Home & Kitchen,2,375,180,750,360,390,52.0
ORD00145,1,Backpack,Accessories,1,917,480,917,480,437,47.655398037077425
ORD00146,1,Women's Sandals,Footwear,3,845,500,2535,1500,1035,40.828402366863905
ORD00146,2,Bedsheet,Home & Kitchen,5,939,560,4695,2800,1895,40.36208732694356
ORD00146,3,Men's T-Shirt,Clothing,4,469,280,1876,1120,756,40.298507462686565
ORD00147,1,Men's Shirt,Clothing,5,713,350,3565,1750,1815,50.911640953716685
ORD00147,2,Water Bottle,Home & Kitchen,3,407,180,1221,540,681,55.77395577395578
ORD00147,3,Men's Watch,Accessories,1,1529,850,1529,850,679,44.408109875735775
ORD00148,1,Men's Sneakers,Footwear,4,1299,780,5196,3120,2076,39.95381062355658
ORD00149,1,Men's Shirt,Clothing,3,713,350,2139,1050,1089,50.911640953716685
ORD00150,1,Women's Sandals,Footwear,1,917,500,917,500,417,45.47437295528899
ORD00150,2,Men's Jeans,Clothing,3,1019,570,3057,1710,1347,44.062806673209025
ORD00150,3,Men's Sneakers,Footwear,2,1325,780,2650,1560,1090,41.132075471698116
ORD00151,1,Smartphone,Electronics,5,14999,12500,74995,62500,12495,16.661110740716047
ORD00152,1,Men's T-Shirt,Clothing,1,509,280,509,280,229,44.9901768172888
ORD00153,1,Water Bottle,Home & Kitchen,5,407,180,2035,900,1135,55.77395577395578
ORD00154,1,Bedsheet,Home & Kitchen,3,999,560,2997,1680,1317,43.94394394394394
ORD00155,1,Bedsheet,Home & Kitchen,1,1019,560,1019,560,459,45.0441609421001
ORD00156,1,Women's Sandals,Footwear,3,917,500,2751,1500,1251,45.47437295528899
ORD00156,2,Coffee Mug,Home & Kitchen,3,305,110,915,330,585,63.934426229508205
ORD00157,1,Smartphone,Electronics,3,14999,12500,44997,37500,7497,16.661110740716047
ORD00158,1,Women's Kurti,Clothing,5,815,430,4075,2150,1925,47.239263803680984
ORD00159,1,Bluetooth Earbuds,Electronics,3,1599,950,4797,2850,1947,40.58786741713571
ORD00159,2,Women's Sandals,Footwear,3,899,500,2697,1500,1197,44.38264738598443
ORD00160,1,Women's Sandals,Footwear,3,863,500,2589,1500,1089,42.06257242178447
ORD00160,2,Smartphone,Electronics,5,14399,12500,71995,62500,9495,13.188415862212654
ORD00160,3,Bluetooth Earbuds,Electronics,3,1535,950,4605,2850,1755,38.11074918566775
ORD00161,1,Women's Sandals,Footwear,2,845,500,1690,1000,690,40.828402366863905
ORD00161,2,Bedsheet,Home & Kitchen,1,939,560,939,560,379,40.36208732694356
ORD00162,1,Bedsheet,Home & Kitchen,5,1019,560,5095,2800,2295,45.0441609421001
ORD00162,2,Bluetooth Earbuds,Electronics,2,1631,950,3262,1900,1362,41.75352544451257
ORD00163,1,Backpack,Accessories,5,845,480,4225,2400,1825,43.19526627218935
ORD00164,1,Coffee Mug,Home & Kitchen,5,299,110,1495,550,945,63.21070234113713
ORD00164,2,Men's T-Shirt,Clothing,5,499,280,2495,1400,1095,43.8877755511022
ORD00165,1,Men's T-Shirt,Clothing,5,499,280,2495,1400,1095,43.8877755511022
ORD00165,2,Sunglasses,Accessories,3,599,260,1797,780,1017,56.594323873121866
ORD00165,3,Bedsheet,Home & Kitchen,1,999,560,999,560,439,43.94394394394394
ORD00166,1,Men's Watch,Accessories,2,1409,850,2818,1700,1118,39.6735273243435
ORD00167,1,Coffee Mug,Home & Kitchen,5,305,110,1525,550,975,63.934426229508205
ORD00167,2,Women's Sandals,Footwear,5,917,500,4585,2500,2085,45.47437295528899
ORD00168,1,Men's Jeans,Clothing,1,1019,570,1019,570,449,44.062806673209025
ORD00168,2,Men's Wallet,Accessories,3,305,120,915,360,555,60.65573770491803
ORD00169,1,Water Bottle,Home & Kitchen,3,383,180,1149,540,609,53.00261096605744
ORD00169,2,Smartphone,Electronics,5,14399,12500,71995,62500,9495,13.188415862212654
ORD00169,3,Power Bank,Electronics,5,959,580,4795,2900,1895,39.520333680917624
ORD00170,1,Bedsheet,Home & Kitchen,3,1019,560,3057,1680,1377,45.0441609421001
ORD00170,2,Men's Watch,Accessories,4,1529,850,6116,3400,2716,44.408109875735775
ORD00171,1,Men's Shirt,Clothing,5,699,350,3495,1750,1745,49.92846924177397
ORD00171,2,Men's Wallet,Accessories,4,299,120,1196,480,716,59.86622073578596
ORD00171,3,Women's Sandals,Footwear,2,899,500,1798,1000,798,44.38264738598443
ORD00172,1,Men's Shirt,Clothing,5,713,350,3565,1750,1815,50.911640953716685
ORD00172,2,Water Bottle,Home & Kitchen,3,407,180,1221,540,681,55.77395577395578
ORD00173,1,Bluetooth Earbuds,Electronics,4,1503,950,6012,3800,2212,36.793080505655354
ORD00174,1,Sunglasses,Accessories,3,599,260,1797,780,1017,56.594323873121866
ORD00175,1,Sunglasses,Accessories,1,611,260,611,260,351,57.446808510638306
ORD00176,1,Women's Kurti,Clothing,2,815,430,1630,860,770,47.239263803680984
ORD00176,2,Coffee Mug,Home & Kitchen,5,305,110,1525,550,975,63.934426229508205
ORD00177,1,Sunglasses,Accessories,5,611,260,3055,1300,1755,57.446808510638306
ORD00177,2,Bedsheet,Home & Kitchen,4,1019,560,4076,2240,1836,45.0441609421001
ORD00178,1,Women's Kurti,Clothing,3,799,430,2397,1290,1107,46.18272841051314
ORD00179,1,Women's Kurti,Clothing,4,767,430,3068,1720,1348,43.9374185136897
ORD00180,1,Men's Sneakers,Footwear,5,1247,780,6235,3900,2335,37.44987971130714
ORD00181,1,Men's T-Shirt,Clothing,5,509,280,2545,1400,1145,44.9901768172888
ORD00182,1,Smartphone,Electronics,3,14999,12500,44997,37500,7497,16.661110740716047
ORD00182,2,Power Bank,Electronics,5,999,580,4995,2900,2095,41.94194194194194
ORD00182,3,Backpack,Accessories,1,899,480,899,480,419,46.60734149054505
ORD00183,1,Backpack,Accessories,2,917,480,1834,960,874,47.655398037077425
ORD00184,1,Bluetooth Earbuds,Electronics,5,1631,950,8155,4750,3405,41.75352544451257
ORD00184,2,Men's Shirt,Clothing,4,713,350,2852,1400,1452,50.911640953716685
ORD00184,3,Backpack,Accessories,5,917,480,4585,2400,2185,47.655398037077425
ORD00185,1,Backpack,Accessories,3,917,480,2751,1440,1311,47.655398037077425
ORD00185,2,Men's Sneakers,Footwear,5,1325,780,6625,3900,2725,41.132075471698116
