Order_ID,Line_Item,Product,Category,Quantity,Selling_Price,Unit_Cost
ORD00103,1,Women's Sandals,Footwear,3,917,500
ORD00103,2,Men's T-Shirt,Clothing,1,509,280
ORD00103,3,Men's Watch,Accessories,4,1529,850
ORD00104,1,Sunglasses,Accessories,3,599,260
ORD00104,2,Men's Sneakers,Footwear,2,1299,780
ORD00104,3,Men's Wallet,Accessories,4,299,120
ORD00105,1,Backpack,Accessories,3,899,480
ORD00105,2,Coffee Mug,Home & Kitchen,1,299,110
ORD00106,1,Bedsheet,Home & Kitchen,3,939,560
ORD00107,1,Smartphone,Electronics,2,14099,12500
ORD00107,2,Men's Wallet,Accessories,2,281,120
ORD00107,3,Men's Watch,Accessories,5,1409,850
ORD00108,1,Coffee Mug,Home & Kitchen,3,281,110
ORD00109,1,Women's Kurti,Clothing,2,799,430
ORD00109,2,Men's Sneakers,Footwear,4,1299,780
ORD00109,3,Men's Wallet,Accessories,3,299,120
ORD00110,1,Men's Shirt,Clothing,1,713,350
ORD00110,2,Women's Sandals,Footwear,4,917,500
ORD00111,1,Smartphone,Electronics,1,15299,12500
ORD00112,1,Coffee Mug,Home & Kitchen,4,287,110
ORD00113,1,Men's Sneakers,Footwear,2,1325,780
ORD00114,1,Bedsheet,Home & Kitchen,3,959,560
ORD00115,1,Men's Sneakers,Footwear,4,1247,780
ORD00115,2,Power Bank,Electronics,1,959,580
ORD00116,1,Bluetooth Earbuds,Electronics,3,1599,950
ORD00117,1,Men's Watch,Accessories,5,1439,850
ORD00117,2,Women's Sandals,Footwear,5,863,500
ORD00117,3,Backpack,Accessories,2,863,480
ORD00118,1,Bluetooth Earbuds,Electronics,5,1599,950
ORD00119,1,Smartphone,Electronics,1,14399,12500
ORD00119,2,Men's Sneakers,Footwear,4,1247,780
ORD00119,3,Water Bottle,Home & Kitchen,5,383,180
ORD00120,1,Power Bank,Electronics,4,999,580
ORD00120,2,Men's Wallet,Accessories,4,299,120
ORD00121,1,Sunglasses,Accessories,2,611,260
ORD00122,1,Men's Sneakers,Footwear,1,1325,780
ORD00122,2,Water Bottle,Home & Kitchen,2,407,180
ORD00123,1,Water Bottle,Home & Kitchen,2,375,180
ORD00124,1,Men's Wallet,Accessories,3,305,120
ORD00125,1,Men's Wallet,Accessories,3,305,120
ORD00126,1,Bedsheet,Home & Kitchen,4,959,560
ORD00126,2,Men's Shirt,Clothing,2,671,350
ORD00126,3,Backpack,Accessories,2,863,480
ORD00127,1,Men's Shirt,Clothing,4,657,350
ORD00128,1,Backpack,Accessories,2,899,480
ORD00128,2,Women's Kurti,Clothing,4,799,430
ORD00129,1,Men's Shirt,Clothing,4,671,350
ORD00129,2,Men's Watch,Accessories,1,1439,850
ORD00129,3,Men's T-Shirt,Clothing,5,479,280
ORD00130,1,Women's Kurti,Clothing,1,799,430
ORD00131,1,Bluetooth Earbuds,Electronics,5,1599,950
ORD00131,2,Water Bottle,Home & Kitchen,5,399,180
ORD00132,1,Smartphone,Electronics,3,15299,12500
ORD00132,2,Bluetooth Earbuds,Electronics,2,1631,950
ORD00133,1,Men's Jeans,Clothing,2,959,570
ORD00133,2,Men's Sneakers,Footwear,1,1247,780
ORD00133,3,Men's Shirt,Clothing,3,671,350
ORD00134,1,Bluetooth Earbuds,Electronics,4,1599,950
ORD00134,2,Men's T-Shirt,Clothing,5,499,280
ORD00134,3,Men's Shirt,Clothing,2,699,350
ORD00135,1,Water Bottle,Home & Kitchen,3,383,180
ORD00136,1,Men's Wallet,Accessories,3,305,120
ORD00137,1,Backpack,Accessories,3,845,480
ORD00138,1,Women's Kurti,Clothing,4,799,430
ORD00139,1,Women's Sandals,Footwear,1,917,500
ORD00139,2,Men's Shirt,Clothing,1,713,350
ORD00140,1,Bedsheet,Home & Kitchen,3,999,560
ORD00140,2,Power Bank,Electronics,5,999,580
ORD00140,3,Men's Jeans,Clothing,2,999,570
ORD00141,1,Men's Jeans,Clothing,4,959,570
ORD00141,2,Sunglasses,Accessories,5,575,260
ORD00141,3,Men's Wallet,Accessories,2,287,120
ORD00142,1,Water Bottle,Home & Kitchen,4,399,180
ORD00142,2,Women's Sandals,Footwear,3,899,500
ORD00143,1,Men's Watch,Accessories,4,1499,850
ORD00144,1,Water Bottle,Home & Kitchen,2,375,180
ORD00145,1,Backpack,Accessories,1,917,480
ORD00146,1,Women's Sandals,Footwear,3,845,500
ORD00146,2,Bedsheet,Home & Kitchen,5,939,560
ORD00146,3,Men's T-Shirt,Clothing,4,469,280
ORD00147,1,Men's Shirt,Clothing,5,713,350
ORD00147,2,Water Bottle,Home & Kitchen,3,407,180
ORD00147,3,Men's Watch,Accessories,1,1529,850
ORD00148,1,Men's Sneakers,Footwear,4,1299,780
ORD00149,1,Men's Shirt,Clothing,3,713,350
ORD00150,1,Women's Sandals,Footwear,1,917,500
ORD00150,2,Men's Jeans,Clothing,3,1019,570
ORD00150,3,Men's Sneakers,Footwear,2,1325,780
ORD00151,1,Smartphone,Electronics,5,14999,12500
ORD00152,1,Men's T-Shirt,Clothing,1,509,280
ORD00153,1,Water Bottle,Home & Kitchen,5,407,180
ORD00154,1,Bedsheet,Home & Kitchen,3,999,560
ORD00155,1,Bedsheet,Home & Kitchen,1,1019,560
ORD00156,1,Women's Sandals,Footwear,3,917,500
ORD00156,2,Coffee Mug,Home & Kitchen,3,305,110
ORD00157,1,Smartphone,Electronics,3,14999,12500
ORD00158,1,Women's Kurti,Clothing,5,815,430
ORD00159,1,Bluetooth Earbuds,Electronics,3,1599,950
ORD00159,2,Women's Sandals,Footwear,3,899,500
ORD00160,1,Women's Sandals,Footwear,3,863,500
ORD00160,2,Smartphone,Electronics,5,14399,12500
ORD00160,3,Bluetooth Earbuds,Electronics,3,1535,950
ORD00161,1,Women's Sandals,Footwear,2,845,500
ORD00161,2,Bedsheet,Home & Kitchen,1,939,560
ORD00162,1,Bedsheet,Home & Kitchen,5,1019,560
ORD00162,2,Bluetooth Earbuds,Electronics,2,1631,950
ORD00163,1,Backpack,Accessories,5,845,480
ORD00164,1,Coffee Mug,Home & Kitchen,5,299,110
ORD00164,2,Men's T-Shirt,Clothing,5,499,280
ORD00165,1,Men's T-Shirt,Clothing,5,499,280
ORD00165,2,Sunglasses,Accessories,3,599,260
ORD00165,3,Bedsheet,Home & Kitchen,1,999,560
ORD00166,1,Men's Watch,Accessories,2,1409,850
ORD00167,1,Coffee Mug,Home & Kitchen,5,305,110
ORD00167,2,Women's Sandals,Footwear,5,917,500
ORD00168,1,Men's Jeans,Clothing,1,1019,570
ORD00168,2,Men's Wallet,Accessories,3,305,120
ORD00169,1,Water Bottle,Home & Kitchen,3,383,180
ORD00169,2,Smartphone,Electronics,5,14399,12500
ORD00169,3,Power Bank,Electronics,5,959,580
ORD00170,1,Bedsheet,Home & Kitchen,3,1019,560
ORD00170,2,Men's Watch,Accessories,4,1529,850
ORD00171,1,Men's Shirt,Clothing,5,699,350
ORD00171,2,Men's Wallet,Accessories,4,299,120
ORD00171,3,Women's Sandals,Footwear,2,899,500
ORD00172,1,Men's Shirt,Clothing,5,713,350
ORD00172,2,Water Bottle,Home & Kitchen,3,407,180
ORD00173,1,Bluetooth Earbuds,Electronics,4,1503,950
ORD00174,1,Sunglasses,Accessories,3,599,260
ORD00175,1,Sunglasses,Accessories,1,611,260
ORD00176,1,Women's Kurti,Clothing,2,815,430
ORD00176,2,Coffee Mug,Home & Kitchen,5,305,110
ORD00177,1,Sunglasses,Accessories,5,611,260
ORD00177,2,Bedsheet,Home & Kitchen,4,1019,560
ORD00178,1,Women's Kurti,Clothing,3,799,430
ORD00179,1,Women's Kurti,Clothing,4,767,430
ORD00180,1,Men's Sneakers,Footwear,5,1247,780
ORD00181,1,Men's T-Shirt,Clothing,5,509,280
ORD00182,1,Smartphone,Electronics,3,14999,12500
ORD00182,2,Power Bank,Electronics,5,999,580
ORD00182,3,Backpack,Accessories,1,899,480
ORD00183,1,Backpack,Accessories,2,917,480
ORD00184,1,Bluetooth Earbuds,Electronics,5,1631,950
ORD00184,2,Men's Shirt,Clothing,4,713,350
ORD00184,3,Backpack,Accessories,5,917,480
ORD00185,1,Backpack,Accessories,3,917,480
ORD00185,2,Men's Sneakers,Footwear,5,1325,780
ORD00186,1,Bedsheet,Home & Kitchen,5,939,560
ORD00186,2,Men's Watch,Accessories,2,1409,850
ORD00187,1,Power Bank,Electronics,1,999,580
ORD00188,1,Sunglasses,Accessories,1,599,260
ORD00188,2,Men's Shirt,Clothing,5,699,350
ORD00188,3,Power Bank,Electronics,2,999,580
ORD00189,1,Sunglasses,Accessories,5,611,260
ORD00189,2,Coffee Mug,Home & Kitchen,1,305,110
ORD00190,1,Women's Kurti,Clothing,2,815,430
ORD00190,2,Men's Jeans,Clothing,5,1019,570
ORD00190,3,Men's T-Shirt,Clothing,2,509,280
ORD00191,1,Smartphone,Electronics,4,15299,12500
ORD00191,2,Water Bottle,Home & Kitchen,5,407,180
ORD00192,1,Men's Shirt,Clothing,3,699,350
ORD00193,1,Smartphone,Electronics,3,14399,12500
ORD00193,2,Men's Sneakers,Footwear,1,1247,780
ORD00193,3,Women's Sandals,Footwear,4,863,500
ORD00194,1,Men's Wallet,Accessories,5,281,120
ORD00195,1,Smartphone,Electronics,5,15299,12500
ORD00195,2,Coffee Mug,Home & Kitchen,1,305,110
ORD00196,1,Men's Wallet,Accessories,5,299,120
ORD00196,2,Coffee Mug,Home & Kitchen,1,299,110
ORD00197,1,Bedsheet,Home & Kitchen,1,999,560
ORD00198,1,Sunglasses,Accessories,5,611,260
ORD00198,2,Men's T-Shirt,Clothing,1,509,280
ORD00199,1,Power Bank,Electronics,1,959,580
ORD00200,1,Men's Wallet,Accessories,4,281,120
ORD00200,2,Water Bottle,Home & Kitchen,1,375,180
ORD00201,1,Bluetooth Earbuds,Electronics,4,1599,950
ORD00202,1,Sunglasses,Accessories,3,575,260
ORD00203,1,Power Bank,Electronics,3,999,580
ORD00204,1,Men's Jeans,Clothing,1,1019,570
ORD00204,2,Women's Sandals,Footwear,2,917,500
ORD00205,1,Men's Sneakers,Footwear,5,1221,780
ORD00205,2,Sunglasses,Accessories,5,563,260
ORD00205,3,Bluetooth Earbuds,Electronics,1,1503,950
ORD00206,1,Men's Jeans,Clothing,4,1019,570
ORD00206,2,Coffee Mug,Home & Kitchen,1,305,110
ORD00207,1,Smartphone,Electronics,2,14999,12500
ORD00207,2,Men's Watch,Accessories,2,1499,850
ORD00208,1,Power Bank,Electronics,1,1019,580
ORD00208,2,Smartphone,Electronics,3,15299,12500
ORD00209,1,Water Bottle,Home & Kitchen,3,375,180
ORD00209,2,Men's Shirt,Clothing,3,657,350
ORD00210,1,Men's Jeans,Clothing,2,999,570
ORD00211,1,Coffee Mug,Home & Kitchen,4,299,110
ORD00212,1,Men's T-Shirt,Clothing,3,509,280
ORD00213,1,Backpack,Accessories,4,899,480
ORD00214,1,Men's T-Shirt,Clothing,5,499,280
ORD00214,2,Water Bottle,Home & Kitchen,3,399,180
ORD00215,1,Men's Watch,Accessories,1,1439,850
ORD00215,2,Women's Sandals,Footwear,4,863,500
ORD00215,3,Power Bank,Electronics,1,959,580
ORD00216,1,Men's Watch,Accessories,3,1499,850
ORD00217,1,Power Bank,Electronics,2,939,580
ORD00218,1,Water Bottle,Home & Kitchen,2,375,180
ORD00218,2,Sunglasses,Accessories,1,563,260
ORD00218,3,Men's Shirt,Clothing,3,657,350
ORD00219,1,Men's Wallet,Accessories,2,299,120
ORD00219,2,Bedsheet,Home & Kitchen,2,999,560
ORD00219,3,Women's Sandals,Footwear,1,899,500
ORD00220,1,Men's Wallet,Accessories,4,305,120
ORD00220,2,Bluetooth Earbuds,Electronics,4,1631,950
ORD00220,3,Men's T-Shirt,Clothing,1,509,280
ORD00221,1,Coffee Mug,Home & Kitchen,5,281,110
ORD00222,1,Men's Wallet,Accessories,2,281,120
ORD00222,2,Women's Kurti,Clothing,2,751,430
ORD00223,1,Men's Wallet,Accessories,4,299,120
ORD00223,2,Bluetooth Earbuds,Electronics,4,1599,950
ORD00223,3,Men's Sneakers,Footwear,3,1299,780
ORD00224,1,Men's T-Shirt,Clothing,2,509,280
ORD00224,2,Sunglasses,Accessories,5,611,260
ORD00225,1,Bluetooth Earbuds,Electronics,1,1631,950
ORD00225,2,Smartphone,Electronics,1,15299,12500
ORD00226,1,Women's Kurti,Clothing,1,799,430
ORD00227,1,Smartphone,Electronics,4,14999,12500
ORD00227,2,Backpack,Accessories,4,899,480
ORD00228,1,Women's Kurti,Clothing,5,799,430
ORD00229,1,Men's Shirt,Clothing,3,657,350
ORD00229,2,Coffee Mug,Home & Kitchen,1,281,110
ORD00230,1,Men's Sneakers,Footwear,1,1299,780
ORD00231,1,Sunglasses,Accessories,1,563,260
ORD00231,2,Women's Kurti,Clothing,2,751,430
ORD00232,1,Coffee Mug,Home & Kitchen,2,287,110
ORD00233,1,Men's T-Shirt,Clothing,1,499,280
ORD00234,1,Women's Kurti,Clothing,2,751,430
ORD00235,1,Women's Kurti,Clothing,3,751,430
ORD00236,1,Sunglasses,Accessories,3,611,260
ORD00237,1,Bedsheet,Home & Kitchen,1,939,560
ORD00238,1,Backpack,Accessories,5,863,480
ORD00239,1,Men's Wallet,Accessories,5,281,120
ORD00239,2,Men's Sneakers,Footwear,2,1221,780
ORD00240,1,Smartphone,Electronics,4,14999,12500
ORD00240,2,Men's Wallet,Accessories,5,299,120
ORD00241,1,Bluetooth Earbuds,Electronics,2,1503,950
ORD00242,1,Bedsheet,Home & Kitchen,1,939,560
ORD00243,1,Women's Sandals,Footwear,2,863,500
ORD00244,1,Women's Kurti,Clothing,5,799,430
ORD00244,2,Sunglasses,Accessories,1,599,260
ORD00244,3,Men's Shirt,Clothing,2,699,350
ORD00245,1,Water Bottle,Home & Kitchen,4,399,180
ORD00245,2,Smartphone,Electronics,2,14999,12500
ORD00245,3,Men's Wallet,Accessories,2,299,120
ORD00246,1,Men's T-Shirt,Clothing,2,469,280
ORD00246,2,Coffee Mug,Home & Kitchen,5,281,110
ORD00247,1,Men's T-Shirt,Clothing,3,499,280
ORD00248,1,Men's Wallet,Accessories,2,305,120
ORD00248,2,Women's Sandals,Footwear,4,917,500
ORD00248,3,Bedsheet,Home & Kitchen,3,1019,560
ORD00249,1,Men's Sneakers,Footwear,3,1221,780
ORD00249,2,Water Bottle,Home & Kitchen,3,375,180
ORD00250,1,Men's Wallet,Accessories,2,305,120
ORD00250,2,Women's Kurti,Clothing,5,815,430
ORD00251,1,Power Bank,Electronics,5,999,580
ORD00252,1,Bluetooth Earbuds,Electronics,2,1599,950
ORD00253,1,Women's Sandals,Footwear,5,845,500
ORD00254,1,Coffee Mug,Home & Kitchen,4,287,110
ORD00255,1,Women's Kurti,Clothing,1,815,430
ORD00256,1,Bedsheet,Home & Kitchen,1,1019,560
ORD00257,1,Backpack,Accessories,1,845,480
ORD00257,2,Men's Shirt,Clothing,4,657,350
ORD00258,1,Backpack,Accessories,5,899,480
ORD00259,1,Men's Watch,Accessories,1,1499,850
ORD00260,1,Men's Jeans,Clothing,4,1019,570
ORD00261,1,Coffee Mug,Home & Kitchen,5,305,110
ORD00261,2,Sunglasses,Accessories,4,611,260
ORD00261,3,Water Bottle,Home & Kitchen,2,407,180
ORD00262,1,Men's Shirt,Clothing,5,657,350
ORD00262,2,Water Bottle,Home & Kitchen,3,375,180
ORD00263,1,Sunglasses,Accessories,4,599,260
ORD00263,2,Men's Wallet,Accessories,5,299,120
ORD00264,1,Sunglasses,Accessories,4,563,260
ORD00264,2,Bluetooth Earbuds,Electronics,3,1503,950
ORD00265,1,Women's Sandals,Footwear,3,917,500
ORD00266,1,Backpack,Accessories,4,917,480
ORD00266,2,Men's Wallet,Accessories,5,305,120
ORD00267,1,Bluetooth Earbuds,Electronics,3,1599,950
ORD00267,2,Coffee Mug,Home & Kitchen,5,299,110
ORD00268,1,Men's Shirt,Clothing,3,657,350
ORD00269,1,Men's Watch,Accessories,3,1439,850
ORD00270,1,Sunglasses,Accessories,1,575,260
ORD00271,1,Bluetooth Earbuds,Electronics,2,1631,950
ORD00271,2,Men's T-Shirt,Clothing,4,509,280
ORD00272,1,Men's Jeans,Clothing,5,1019,570
ORD00272,2,Coffee Mug,Home & Kitchen,5,305,110
ORD00273,1,Bluetooth Earbuds,Electronics,2,1631,950
ORD00274,1,Women's Kurti,Clothing,5,751,430
ORD00275,1,Smartphone,Electronics,2,14099,12500
ORD00275,2,Coffee Mug,Home & Kitchen,2,281,110
ORD00275,3,Women's Sandals,Footwear,2,845,500
ORD00276,1,Coffee Mug,Home & Kitchen,1,299,110
ORD00276,2,Men's T-Shirt,Clothing,3,499,280
ORD00277,1,Men's Sneakers,Footwear,5,1221,780
ORD00277,2,Men's Wallet,Accessories,2,281,120
ORD00277,3,Women's Kurti,Clothing,2,751,430
ORD00278,1,Smartphone,Electronics,2,14399,12500
ORD00278,2,Water Bottle,Home & Kitchen,1,383,180
ORD00278,3,Sunglasses,Accessories,2,575,260
ORD00279,1,Backpack,Accessories,3,899,480
ORD00280,1,Women's Sandals,Footwear,2,899,500
ORD00280,2,Smartphone,Electronics,3,14999,12500
ORD00281,1,Women's Kurti,Clothing,5,751,430
ORD00281,2,Men's T-Shirt,Clothing,3,469,280
ORD00281,3,Men's Wallet,Accessories,1,281,120
ORD00282,1,Bluetooth Earbuds,Electronics,5,1631,950
ORD00283,1,Men's T-Shirt,Clothing,1,509,280
ORD00283,2,Smartphone,Electronics,1,15299,12500
ORD00283,3,Backpack,Accessories,3,917,480
ORD00284,1,Men's Wallet,Accessories,1,299,120
ORD00285,1,Men's T-Shirt,Clothing,3,479,280
ORD00286,1,Coffee Mug,Home & Kitchen,5,299,110
ORD00286,2,Men's Jeans,Clothing,4,999,570
ORD00287,1,Backpack,Accessories,3,899,480
ORD00287,2,Men's Watch,Accessories,4,1499,850
ORD00287,3,Smartphone,Electronics,2,14999,12500
ORD00288,1,Men's Watch,Accessories,4,1529,850
ORD00289,1,Women's Kurti,Clothing,4,799,430
ORD00289,2,Sunglasses,Accessories,3,599,260
ORD00290,1,Sunglasses,Accessories,1,611,260
ORD00290,2,Men's Wallet,Accessories,1,305,120
ORD00290,3,Bedsheet,Home & Kitchen,5,1019,560
